"","Country","YearMonth","Query1","Query2","Query3","Query4","Query5","Query6","Query7","Query8","Query9","Query10","Query11","Query12","Query13","Query14","Query15","Query16","Query17","Query18","Query19","Query20","Query21","Query22","Query23","Query24","Query25","Query26","Query27","Query28","Query29","Query30","Query31","Query32","Query33","Query34","Query35","Query36","Query37","Query38","Query39","Query40"
"748","US",2022-10-01,NA,"what is feminism","feminism definition","feminism meaning","black feminism","second wave feminism","white feminism","first wave feminism","radical feminism","feminist definition","intersectional feminism","third wave feminism","what is a feminist","modern feminism","marxist feminism","liberal feminism","cultural feminism","waves of feminism","types of feminism","this is modern feminism talking","what does feminism mean to you","what is the purpose of “ain’t i a woman?,” given its cultural context? to change how men talk to african american women to influence the abolitionist and women’s rights movements to use only emotions to prove points about freedom and feminism to convince the abolitionist and women’s rights movements not to cooperate","when did feminism start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","CA",2022-10-01,"what is feminism",NA,"feminism definition","radical feminism","second wave feminism","liberal feminism","intersectional feminism","feminist meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","IN",2022-10-01,"feminism meaning",NA,"what is feminism","feminist meaning","feminism meaning in hindi","feminism in india","liberal feminism","feminism quotes","feminism essay","feminism meaning in tamil","radical feminism","pseudo feminism","feminism definition","marxist feminism","eco feminism","waves of feminism","types of feminism","feminism meaning in telugu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","GB",2022-10-01,NA,"what is feminism","feminism definition","feminism meaning","radical feminism","second wave feminism","feminist meaning","liberal feminism","marxism","data feminism","marxist feminism","fourth wave feminism","hood feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","US",2022-11-01,NA,"what is feminism","feminism definition","second wave feminism","feminism meaning","white feminism","first wave feminism","intersectional feminism","feminist definition","radical feminism","liberal feminism","third wave feminism","waves of feminism","hood feminism","what is a feminist","fourth wave feminism","patriarchy","types of feminism","betty friedan","gloria steinem","19th amendment","feminism symbol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","CA",2022-11-01,NA,"what is feminism","feminism meaning","feminism definition","intersectional feminism","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","IN",2022-11-01,"feminism meaning",NA,"what is feminism","feminist meaning","feminism in india","feminism meaning in hindi","radical feminism","liberal feminism","feminism definition","feminism quotes","feminism essay","pseudo feminism","socialist feminism","black feminism","feminism speech","waves of feminism","types of feminism","eco feminism","marxist feminism","feminism meaning in english","feminism in literature","intersectional feminism","feminist meaning in hindi","post modern feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","GB",2022-11-01,NA,"what is feminism","feminism meaning","feminism definition","radical feminism","second wave feminism","intersectional feminism","feminist meaning","first wave feminism","third wave feminism","difference feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","NG",2022-11-01,NA,"feminism meaning","feminist meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","US",2022-12-01,"what is feminism","feminism definition",NA,"second wave feminism","feminism meaning","black feminism","radical feminism","intersectional feminism","first wave feminism","third wave feminism","feminism history","liberal feminism","waves of feminism","hood feminism","transnational feminism","marxist feminism","feminist theory","patriarchy","bell hooks","glitch feminism","choice feminism","opposite of feminism","civil rights movement","feminism symbol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","IN",2022-12-01,"feminism meaning",NA,"what is feminism","feminism in hindi","feminism meaning in hindi","feminism in india","feminist meaning","radical feminism","liberal feminism","feminism definition","feminism essay","feminism quotes","feminism meaning in english","patriarchy","waves of feminism","eco feminism","second wave feminism","types of feminism","socialist feminism","radical feminism meaning","marxist feminism","cultural feminism","feminism meaning in gujarati","feminist meaning in hindi","lesbian feminism","simone de beauvoir","feminism meaning in tamil","meaning of feminism in hindi","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","GB",2022-12-01,"what is feminism",NA,"feminism definition","intersectional feminism","second wave feminism","third wave feminism","marxist feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","ZA",2022-01-01,"feminism meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","PH",2022-02-01,"what is feminism","feminism meaning",NA,"feminism approach","marxism","liberal feminism","paraphrasing tool",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","AU",2022-02-01,"taylor swift","black lives matter","third wave feminism","vaccine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","PH",2022-03-01,"what is feminism","feminism meaning",NA,"feminism approach","ano ang feminism","marxism","feminism in the philippines","feminism in tagalog","feminist criticism","feminist meaning","radical feminism","patriarchy","liberalism","ano ang papel ng mga lalaki sa feminism ayon kay emma watson","ano ang ibig sabihin ng feminism ayon kay emma watson","waves of feminism","ano ang papel ng mga lalaki sa feminism ayon kay emma watson mahalaga ba ang kanilang gampanin bakit","anarchism and feminism similarities brainly","similarities of anarchism and feminism","types of feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","AU",2022-03-01,NA,"intersectional feminism","cash advance","adam bandt","should i get vaccinated","net zero","1619 project","cash loan","united australia party","renewable energy","feminism definition","greens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","ZA",2022-03-01,"what is feminism","feminism definition","sex positive feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","PH",2022-04-01,"what is feminism",NA,"feminism meaning","feminism approach","marxism","marxist feminism","feminism examples","feminist meaning","feminist criticism","feminism essay","formalism","liberal feminism","types of feminism","misogynist","ano ang papel ng mga lalaki sa feminism","structuralism","second wave feminism","patriarchy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","AU",2022-04-01,"radical feminism","feminism definition","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","PH",2022-05-01,"what is feminism","feminism meaning",NA,"feminist meaning","radical feminism","patriarchy","waves of feminism","feminism essay","marxism","this is modern feminism talking","socialist feminism","misogynist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","AU",2022-05-01,"second wave feminism","what is feminism","feminism definition","intersectional feminism","radical feminism","this is modern feminism talking","liberal feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","ZA",2022-05-01,"feminism meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","AU",2022-06-01,"feminism definition","intersectional feminism","second wave feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","ZA",2022-06-01,"what is feminism",NA,"feminism definition","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","ZA",2022-07-01,"explain how african feminism can help you to implement equal opportunities for male and female","feminism meaning","explain how african feminism can help you to implement equal opportunities for male and female teachers at your school","discuss the work of max van manen and shaun gallagher","explain how african feminism can help you to implement equal opportunities for male and female teachers at your school.","feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","PH",2022-08-01,"feminism meaning","what is feminism",NA,"marxism","patriarchy","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","AU",2022-08-01,NA,"what is feminism","intersectional feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","ZA",2022-08-01,"feminism meaning",NA,"feminism definition","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","PH",2022-09-01,"what is feminism","feminism meaning",NA,"socialism","fascism","conservatism","feminism examples","example of feminism","marxism","feminism definition","feminism ideology","formalism","gender equality","similarities of anarchism and feminism","similarities of fascism and socialism","liberal feminism","feminism essay","sexism","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","ZA",2022-09-01,"feminism meaning","what is feminism",NA,"feminist meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","PH",2022-10-01,"what is feminism","feminism meaning",NA,"feminism approach","example of feminism","marxism","feminism examples","liberal feminism","formalism","radical feminism","liberalism","feminism essay","socialism","fascism","conservatism","socialist feminism","anarchism","communism","formalism approach","capitalism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","AU",2022-10-01,"what is feminism","second wave feminism",NA,"intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","ZA",2022-10-01,"what is feminism","african feminism","feminism meaning",NA,"feminist meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","PH",2022-11-01,"what is feminism","feminism meaning",NA,"feminism theory","feminism examples","liberal feminism","example of feminism","feminism approach","radical feminism","feminist meaning","marxism","formalism","feminism essay","feminist theory","feminism poster","feminism definition","cultural feminism","socialist feminism","history of feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","PH",2022-12-01,"feminism meaning",NA,"what is feminism","marxist feminism","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","AU",2022-12-01,"what is feminism","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","US",2023-01-01,"what is feminism","feminism definition",NA,"feminism meaning","second wave feminism","intersectional feminism","third wave feminism","radical feminism","white feminism","liberal feminism","first wave feminism","hood feminism","nationalism","feminism is for everybody","sexism","waves of feminism","suffrage","data feminism","when did feminism start","maternal feminism","forced feminism","vice feminism debate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","CA",2023-01-01,"what is feminism","feminism meaning","feminism definition","radical feminism","intersectional feminism","patriarchy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","IN",2023-01-01,"feminism meaning","what is feminism",NA,"feminism in hindi","feminism meaning in hindi","feminism in india","feminist meaning","radical feminism","liberal feminism","feminism definition","marxist feminism","types of feminism","post feminism","pseudo feminism","black feminism","lesbian feminism","feminism meaning in tamil","feminism meaning in english","feminism quotes","meaning of feminism in hindi","fake feminism","feminist meaning in hindi","radical feminism meaning","essay on feminism","write a note on anarchist feminism","what is radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","GB",2023-01-01,"what is feminism",NA,"feminism definition","feminism meaning","second wave feminism","third wave feminism","radical feminism","intersectional feminism","liberal feminism","waves of feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","NG",2023-01-01,"what is feminism","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","US",2023-02-01,"what is feminism",NA,"feminism definition","black feminism","second wave feminism","feminism meaning","radical feminism","third wave feminism","intersectional feminism","first wave feminism","liberal feminism","what is feminism definition","waves of feminism","hood feminism","white feminism","modern feminism","marxist feminism","what is a feminist","fourth wave feminism","betty friedan","carceral feminism","oppression","roe v wade","feminism symbol","data feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","CA",2023-02-01,"what is feminism","feminism definition","radical feminism","second wave feminism","waves of feminism","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","IN",2023-02-01,"feminism meaning","what is feminism",NA,"feminism meaning in hindi","toxic feminism","feminism in india","radical feminism","toxic feminism meaning","feminist meaning","feminism definition","liberal feminism","feminism meaning in tamil","patriarchy","narcissist meaning","feminism quotes","eco feminism","feminism essay","marxist feminism","waves of feminism","feminism meaning in english","types of feminism","toxic feminism meaning in hindi","pseudo feminism","sex positive feminism","third wave feminism","narcissistic meaning","feminism meaning in kannada","radical feminism meaning","toxic feminism meaning in tamil","second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","GB",2023-02-01,"what is feminism","feminism meaning","second wave feminism","feminism definition",NA,"radical feminism","hood feminism","intersectional feminism","first wave feminism","fourth wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","US",2023-03-01,"what is feminism",NA,"feminism definition","black feminism","second wave feminism","feminism meaning","intersectional feminism","radical feminism","first wave feminism","third wave feminism","modern feminism","feminism examples","waves of feminism","liberal feminism","hood feminism","when did feminism start","fourth wave feminism","anti feminism","counterculture","phyllis schlafly","neoliberal feminism","betty friedan","marxist feminism","equal rights amendment","gloria steinem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","CA",2023-03-01,"what is feminism","feminism definition",NA,"liberal feminism","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","IN",2023-03-01,"feminism meaning","what is feminism","feminism meaning in hindi",NA,"toxic feminism","toxic feminism meaning","feminism in india","feminist meaning","feminism pdf","feminism theory","radical feminism","liberal feminism","feminism meaning in marathi","feminism quotes","feminism definition","feminism meaning in tamil","feminism essay","feminism meaning in telugu","feminism meaning in english","narcissist","pseudo feminism","eco feminism","narcissist meaning","waves of feminism","feminine meaning","feminist meaning in marathi","feminist meaning in hindi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","GB",2023-03-01,"what is feminism",NA,"feminism definition","feminism meaning","radical feminism","intersectional feminism","second wave feminism","liberal feminism","post feminism","third wave feminism","waves of feminism","data feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","US",2023-04-01,"what is feminism","feminism definition",NA,"second wave feminism","first wave feminism","intersectional feminism","radical feminism","third wave feminism","white feminism","modern feminism","types of feminism","hood feminism","patriarchy","waves of feminism","era","liberal feminism","betty friedan","feminist definition","when did feminism start","the feminine mystique","socialist feminism","postmodern feminism","carceral feminism","this is modern feminism talking","5th wave feminism","feminism test","fourth wave feminism","phyllis schlafly","feminism against progress","transnational feminism","feminism symbol","feminism synonyms",NA,NA,NA,NA,NA,NA,NA,NA
"799","CA",2023-04-01,"what is feminism","feminism meaning","feminism definition","radical feminism","first wave feminism","second wave feminism","liberal feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","IN",2023-04-01,"feminism meaning","what is feminism","feminism meaning in hindi",NA,"feminism in india","feminist meaning","toxic feminism","feminism theory","radical feminism","feminism meaning in marathi","waves of feminism","liberal feminism","toxic feminism meaning","feminism quotes","feminism definition","first wave feminism","cultural feminism","feminism meaning in tamil","feminism meaning in telugu","eco feminism","patriarchy","black feminism","third wave feminism","marxist feminism","sex positive feminism","intersectional feminism","women empowerment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","GB",2023-04-01,"what is feminism",NA,"feminism meaning","feminism definition","radical feminism","black feminism","liberal feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","US",2023-05-01,"what is feminism",NA,"feminism definition","second wave feminism","first wave feminism","intersectional feminism","third wave feminism","radical feminism","white feminism","waves of feminism","modern feminism","fourth wave feminism","hood feminism","liberal feminism","what is feminism definition","when did feminism start","equal rights amendment","what is second wave feminism","data feminism","betty friedan","taylor swift white feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
